1,0.071524,0.056225,0.0025755,0.10073,0.044496,0,0,0,0,0,0,0,0.029867,0,0,0,0,0,0,0
1,0,0.0019035,0,0,0.0098295,0,9.7446e-05,0.0040918,0.027672,0.0091941,0,0.00051348,0.00030472,0,0.024212,0,0,0,0,0
1,0,0,0,0.00074153,0.0052753,0.00024383,0,0.0027219,0.011112,0,0,0,0,0.0016734,0,0,0,0.00052472,0,0
1,0,0,0.0039396,0,0.0084271,2.0916e-05,0,0.0016354,0.015219,0,0,0,0,0.0083343,0.002849,0,0,0.00133,0.00040331,0
1,0,0,0,0,0.021009,0.00015099,0,0.0075736,0.043185,0.0076736,0,0,0.006152,0.0072285,0.0025958,0,0,0.0029829,0.00069531,0
1,0,0,0,0.00093834,0.028482,0,0,0.013664,0.059256,0,2.5645e-05,0,0,0.015027,0.013236,0,0,0.009414,0,0
1,0,0,0.0046028,0.012978,0.05221,2.1133e-05,0,0.014128,0.071656,0,0,0,0,0.0050214,0.0051222,0,0,0.0064033,0,0
1,0,0.0019035,0,0,0.0098295,0,9.7446e-05,0.0040918,0.027672,0.0091941,0,0.00051348,0.00030472,0,0.024212,0,0,0,0,0
1,0,0,0,0,0,5.0052e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.042896,0.012351,0.06907,0,0.01105,0.00059517,0,0,0,0,0,0,0,0,0,0,0.013167,0,0
1,0,0,0,0,0,0.00033007,0.042518,0.057711,0.040579,0,0,0,0,0.0096447,0,0,0,0,0,0
1,0,0,0,0,0,0.00047489,0.020292,0.04093,0.042062,0,0,0,0,0.003633,0,0,0,0,0,0
1,0,0,0.032655,0.030438,0,0,0,3.562e-05,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0.074877,0.016169,0,0,4.2854e-05,0,0,0,0,0,0,0.0031719,0,0,0,0.0006195,0.011579,0
2,0.38065,0,0,0.014051,0.0015733,0.00060884,0,0,0,0,0,0,0,0,0,0,0.48241,0.31273,0.091048,0
2,0.29514,0,0.048143,0.009116,0.00081616,0,0,0.018245,0.014386,0.0011872,0,0,0,0,0.00026503,0,0.2893,0,0,0
2,0.24325,0,0.049154,0,0,0,0,0.0040815,0.0089017,0.002303,0,0,0.0048243,0.019285,0.00082993,0,0.25081,0.012075,0,0
2,0.070321,0,0.003593,0.0078961,0,0,0.17244,0,0.0088697,0.00021631,0,0,0.10668,0.008216,0,0,0,0.00063826,0,0
2,0.31824,0.31242,0,0.024447,0.009382,0,0,0.10864,0.0049072,0.00069041,0,0,0,0.0009328,0,0,0,0,0.007216,0
2,0.30142,0.2955,0,0.0011482,0.0010663,0,0,0.067668,0.0431,0.006442,0,0,0,0.005812,0.00094152,0,0,0.0033945,0,0.0008491
2,0.38022,0.37244,0.0018515,0.0095007,0.006271,0,0,0.097381,0.016615,0.02048,0,0,0,0,0.0054543,0,0,0.0047207,0.0070533,0
2,0.28006,0.27713,0,0.005225,0.00056211,0,0,0.075163,0.013667,0,0,0,0,0,0,0,0,0,0.0083477,0
2,0.26946,0.2661,0,0.014772,0,0,0,0.12025,0.010313,0.012366,0,0,0,0.0065061,0,0,0,6.0535e-05,0,0
2,0.37785,0.37239,0,0.010984,0,0,0,0.028972,0.014911,0.016727,0,0,0.011903,0.0018137,0.00054355,0,0,0.053304,0.012652,0
2,0.156,0,0.0089926,0.024594,0.0057107,0,0,0.055819,0.028763,0,0,0,0,0.0039121,0.01124,0,0.18509,0,0.011925,0
2,0.21867,0,0,0.00067538,0.0030706,0,0,0.078867,0.065291,0.0044798,0,0,0,0.021265,0.00086001,0,0.222,0.0014195,0,0.0062842
2,0.37791,0.37148,0,0.030937,0.0042781,0,0,0.095433,0,0.0094684,0,0,0,0.00054014,0.0014446,0,0,0,0.01604,0
3,0.086537,0.00078836,0.018434,0,0,0,0,0.00071923,0.060275,0.00021844,0,0,0.00010849,0,0,0,0.13281,0.054473,0,0
3,0.075001,0.065109,0.035387,0.0081033,0.0013287,0,0.017297,0.00030966,0,0.054027,0,0,0,0,0,0,0,0,0,0
3,0.090702,0.00079829,0.046221,0,0,0,6.2518e-05,0.00187,0.070495,0.00084109,0,0,0,0.0057959,0,0,0.14731,0.0019491,0,0
3,0.080085,0.00086073,0.048213,0.020154,0.0011685,0,0.035313,0.00041499,0.039098,0.0059891,0,0,0,0,0,0,0.06216,0,0,0
3,0.080134,0.00087729,0.053353,0.01737,0.00019491,0,0,0.00043235,0.044501,0.0066596,0,0,0,0,0.00036101,0,0.10916,0,0,0.001439
3,0,0.035144,0,0.030526,0.0069647,0.074677,0,0.036324,0.012384,0,0,0.053087,0.022244,0.011276,0,0,0,0,0,0
3,0.18401,0.16334,0.032703,0.078327,0.025717,0,0,0.0031557,0,0,0,0,0.001201,0.0014928,0.0028375,0,0,0.0089446,0.0017501,0.079992
3,0.19396,0.16995,0.038633,0.08251,0.0080628,0,0,0.0038456,0,0.017571,0,0,0.0029511,0.0080484,0,0,0,0.005371,0.00053748,0.056427
3,0.20407,0.17932,0.044948,0.0049241,0.0062568,0,0,0.0044396,0,0.042516,0,0,0.0029408,0,0.059707,0,0,0.0060555,0.086209,0.010866
3,0.58038,0,0.0042035,0,0,0,0,0.0012432,0.0010706,0.013937,0,0,0,0,0.00070187,0,0.31434,0.0010282,0,0
3,0.29716,0.22905,0.01155,0.0066356,0,0,0,0.00076955,0,0.0023,0,0.0091686,0,0.00021663,0,0,0,0,0.0017419,0
3,0.25229,0.25046,0,0,0.0026618,0,0,0.00077945,0,0.032017,0,0,0.00020914,0,0,0,0,0.00046428,0,0
3,0.2275,0.30823,0,0,0,0,0,0.011477,0.032493,0,0,0,0,0,0,0,0,0.00020562,0,0
3,0,0,0,0.0010425,0,0.27305,0.058422,0.0036562,0.0060782,0,0,0.034659,0.00026352,0,0,0,0,0,0,0
